subjectGroup,button1,button2,train_test,dist,F0_step,VOT_step,response,id,word_identified,voiced_voiceless,place,F0_level,response_num
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,gale,kale,1,reversed,1,5,2,16,kale,voiceless,velar,low,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,gale,kale,1,reversed,9,5,2,16,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,gale,kale,1,reversed,1,5,2,16,kale,voiceless,velar,low,1
2,gale,kale,1,reversed,1,5,2,16,kale,voiceless,velar,low,1
2,gale,kale,1,reversed,9,5,2,16,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,9,5,1,16,kale,voiceless,velar,high,1
2,gale,kale,1,reversed,9,5,2,16,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,gale,kale,1,reversed,1,5,2,16,kale,voiceless,velar,low,1
2,gale,kale,1,reversed,9,5,2,16,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,9,5,1,16,kale,voiceless,velar,high,1
2,gale,kale,1,reversed,1,5,2,16,kale,voiceless,velar,low,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,gale,kale,1,reversed,1,5,2,16,kale,voiceless,velar,low,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,gale,kale,1,reversed,9,5,2,16,kale,voiceless,velar,high,1
2,gale,kale,1,reversed,9,5,2,16,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,gale,kale,1,reversed,9,5,2,16,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,gale,kale,1,reversed,1,5,2,16,kale,voiceless,velar,low,1
2,gale,kale,1,reversed,9,5,2,16,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,kale,gale,1,reversed,9,5,1,16,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,kale,gale,1,reversed,9,5,1,16,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,9,5,1,16,kale,voiceless,velar,high,1
2,gale,kale,1,reversed,9,5,2,16,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,1,5,2,16,gale,voiced,velar,low,0
2,gale,kale,1,reversed,9,5,2,16,kale,voiceless,velar,high,1
2,gale,kale,1,reversed,9,5,2,16,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,gale,kale,1,reversed,9,5,2,16,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,9,5,1,16,kale,voiceless,velar,high,1
2,gale,kale,1,reversed,1,5,2,16,kale,voiceless,velar,low,1
2,kale,gale,1,reversed,9,5,1,16,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,1,5,1,16,kale,voiceless,velar,low,1
2,gale,kale,1,reversed,1,5,1,16,gale,voiced,velar,low,0
2,gale,kale,1,reversed,9,5,2,16,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,1,5,2,16,gale,voiced,velar,low,0
2,gale,kale,1,reversed,1,5,1,16,gale,voiced,velar,low,0
2,kale,gale,1,reversed,1,5,2,16,gale,voiced,velar,low,0
2,kale,gale,1,reversed,9,5,1,16,kale,voiceless,velar,high,1
2,gale,kale,1,reversed,1,5,1,16,gale,voiced,velar,low,0
2,gale,kale,1,reversed,9,5,2,16,kale,voiceless,velar,high,1
2,gale,kale,1,reversed,1,5,1,16,gale,voiced,velar,low,0
2,gale,kale,1,reversed,1,5,1,16,gale,voiced,velar,low,0
2,gale,kale,1,reversed,9,5,1,16,gale,voiced,velar,high,0
2,gale,kale,1,reversed,9,5,2,16,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,1,5,2,16,gale,voiced,velar,low,0
2,gale,kale,1,reversed,1,5,1,16,gale,voiced,velar,low,0
2,gale,kale,1,reversed,9,5,2,16,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,9,5,2,16,gale,voiced,velar,high,0
2,kale,gale,1,reversed,1,5,2,16,gale,voiced,velar,low,0
2,kale,gale,1,reversed,1,5,2,16,gale,voiced,velar,low,0
2,gale,kale,1,reversed,1,5,1,16,gale,voiced,velar,low,0
2,kale,gale,1,reversed,9,5,1,16,kale,voiceless,velar,high,1
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,gale,kale,1,canonical,9,5,1,17,gale,voiced,velar,high,0
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,1,5,1,17,kale,voiceless,velar,low,1
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,gale,kale,1,canonical,9,5,1,17,gale,voiced,velar,high,0
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,9,5,2,17,gale,voiced,velar,high,0
1,gale,kale,1,canonical,9,5,1,17,gale,voiced,velar,high,0
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,9,5,1,17,gale,voiced,velar,high,0
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,9,5,1,17,gale,voiced,velar,high,0
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,9,5,1,17,gale,voiced,velar,high,0
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,9,5,1,17,gale,voiced,velar,high,0
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,9,5,1,17,gale,voiced,velar,high,0
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,1,5,1,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,9,5,1,17,kale,voiceless,velar,high,1
1,gale,kale,1,canonical,9,5,2,17,kale,voiceless,velar,high,1
1,kale,gale,1,canonical,1,5,2,17,gale,voiced,velar,low,0
6,tail,dale,1,reversed,9,5,2,18,dale,voiced,alveolar,high,0
6,tail,dale,1,reversed,1,5,2,18,dale,voiced,alveolar,low,0
6,dale,tail,1,reversed,9,5,1,18,dale,voiced,alveolar,high,0
6,dale,tail,1,reversed,9,5,1,18,dale,voiced,alveolar,high,0
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,1,5,2,18,dale,voiced,alveolar,low,0
6,dale,tail,1,reversed,1,5,1,18,dale,voiced,alveolar,low,0
6,tail,dale,1,reversed,1,5,2,18,dale,voiced,alveolar,low,0
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
6,dale,tail,1,reversed,9,5,1,18,dale,voiced,alveolar,high,0
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,9,5,1,18,dale,voiced,alveolar,high,0
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
6,dale,tail,1,reversed,1,5,1,18,dale,voiced,alveolar,low,0
6,tail,dale,1,reversed,1,5,2,18,dale,voiced,alveolar,low,0
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,dale,tail,1,reversed,1,5,1,18,dale,voiced,alveolar,low,0
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,1,5,1,18,dale,voiced,alveolar,low,0
6,dale,tail,1,reversed,1,5,2,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,dale,tail,1,reversed,1,5,2,18,tail,voiceless,alveolar,low,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,1,5,1,18,dale,voiced,alveolar,low,0
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,1,5,2,18,dale,voiced,alveolar,low,0
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,dale,tail,1,reversed,1,5,2,18,tail,voiceless,alveolar,low,1
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
6,dale,tail,1,reversed,1,5,2,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,1,5,2,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,1,5,2,18,tail,voiceless,alveolar,low,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,1,5,2,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,1,5,2,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,1,5,2,18,tail,voiceless,alveolar,low,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,1,5,2,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,1,5,2,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
6,dale,tail,1,reversed,1,5,2,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
6,dale,tail,1,reversed,1,5,2,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,dale,tail,1,reversed,9,5,2,18,tail,voiceless,alveolar,high,1
6,tail,dale,1,reversed,1,5,1,18,tail,voiceless,alveolar,low,1
6,tail,dale,1,reversed,9,5,1,18,tail,voiceless,alveolar,high,1
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,9,5,1,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,9,5,1,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,1,5,1,19,pail,voiceless,bilabial,low,1
3,bale,pail,1,canonical,1,5,1,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,1,5,1,19,pail,voiceless,bilabial,low,1
3,pail,bale,1,canonical,9,5,1,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,bale,pail,1,canonical,1,5,1,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,9,5,1,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,9,5,1,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,9,5,1,19,pail,voiceless,bilabial,high,1
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,bale,pail,1,canonical,1,5,1,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,9,5,2,19,bale,voiced,bilabial,high,0
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,bale,pail,1,canonical,1,5,1,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,9,5,1,19,pail,voiceless,bilabial,high,1
3,bale,pail,1,canonical,1,5,1,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,1,5,1,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,9,5,1,19,pail,voiceless,bilabial,high,1
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,bale,pail,1,canonical,1,5,2,19,pail,voiceless,bilabial,low,1
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,1,5,1,19,pail,voiceless,bilabial,low,1
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,9,5,1,19,pail,voiceless,bilabial,high,1
3,bale,pail,1,canonical,1,5,2,19,pail,voiceless,bilabial,low,1
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,bale,pail,1,canonical,1,5,2,19,pail,voiceless,bilabial,low,1
3,bale,pail,1,canonical,1,5,2,19,pail,voiceless,bilabial,low,1
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,1,5,1,19,pail,voiceless,bilabial,low,1
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,9,5,1,19,pail,voiceless,bilabial,high,1
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,1,5,1,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,9,5,2,19,bale,voiced,bilabial,high,0
3,bale,pail,1,canonical,9,5,1,19,bale,voiced,bilabial,high,0
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,1,5,1,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,9,5,1,19,bale,voiced,bilabial,high,0
3,bale,pail,1,canonical,1,5,2,19,pail,voiceless,bilabial,low,1
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,9,5,2,19,bale,voiced,bilabial,high,0
3,pail,bale,1,canonical,9,5,1,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,1,5,1,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,9,5,2,19,pail,voiceless,bilabial,high,1
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,9,5,2,19,bale,voiced,bilabial,high,0
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,1,5,1,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,9,5,1,19,bale,voiced,bilabial,high,0
3,bale,pail,1,canonical,1,5,1,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,1,5,1,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,9,5,1,19,bale,voiced,bilabial,high,0
3,pail,bale,1,canonical,9,5,2,19,bale,voiced,bilabial,high,0
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,9,5,2,19,bale,voiced,bilabial,high,0
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,pail,bale,1,canonical,1,5,2,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,1,5,1,19,bale,voiced,bilabial,low,0
3,bale,pail,1,canonical,9,5,1,19,bale,voiced,bilabial,high,0
3,bale,pail,1,canonical,9,5,1,19,bale,voiced,bilabial,high,0
3,bale,pail,1,canonical,9,5,1,19,bale,voiced,bilabial,high,0
3,pail,bale,1,canonical,9,5,2,19,bale,voiced,bilabial,high,0
2,kale,gale,1,reversed,9,5,1,20,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,1,5,2,20,gale,voiced,velar,low,0
2,gale,kale,1,reversed,9,5,2,20,kale,voiceless,velar,high,1
2,gale,kale,1,reversed,1,5,1,20,gale,voiced,velar,low,0
2,gale,kale,1,reversed,1,5,1,20,gale,voiced,velar,low,0
2,kale,gale,1,reversed,1,5,2,20,gale,voiced,velar,low,0
2,kale,gale,1,reversed,9,5,2,20,gale,voiced,velar,high,0
2,gale,kale,1,reversed,9,5,1,20,gale,voiced,velar,high,0
2,gale,kale,1,reversed,1,5,1,20,gale,voiced,velar,low,0
2,gale,kale,1,reversed,9,5,1,20,gale,voiced,velar,high,0
2,gale,kale,1,reversed,1,5,1,20,gale,voiced,velar,low,0
2,gale,kale,1,reversed,9,5,1,20,gale,voiced,velar,high,0
2,kale,gale,1,reversed,9,5,1,20,kale,voiceless,velar,high,1
2,kale,gale,1,reversed,9,5,2,20,gale,voiced,velar,high,0
2,kale,gale,1,reversed,9,5,2,20,gale,voiced,velar,high,0
2,kale,gale,1,reversed,1,5,2,20,gale,voiced,velar,low,0
2,gale,kale,1,reversed,1,5,1,20,gale,voiced,velar,low,0
2,gale,kale,1,reversed,9,5,1,20,gale,voiced,velar,high,0
2,kale,gale,1,reversed,9,5,2,20,gale,voiced,velar,high,0
2,gale,kale,1,reversed,9,5,1,20,gale,voiced,velar,high,0
2,gale,kale,1,reversed,9,5,1,20,gale,voiced,velar,high,0
2,gale,kale,1,reversed,9,5,1,20,gale,voiced,velar,high,0
2,kale,gale,1,reversed,1,5,2,20,gale,voiced,velar,low,0
2,gale,kale,1,reversed,9,5,1,20,gale,voiced,velar,high,0
2,kale,gale,1,reversed,9,5,2,20,gale,voiced,velar,high,0
2,kale,gale,1,reversed,1,5,2,20,gale,voiced,velar,low,0
2,kale,gale,1,reversed,9,5,2,20,gale,voiced,velar,high,0
2,kale,gale,1,reversed,1,5,2,20,gale,voiced,velar,low,0
2,kale,gale,1,reversed,9,5,2,20,gale,voiced,velar,high,0
2,gale,kale,1,reversed,9,5,1,20,gale,voiced,velar,high,0
2,gale,kale,1,reversed,1,5,1,20,gale,voiced,velar,low,0
2,kale,gale,1,reversed,1,5,2,20,gale,voiced,velar,low,0
2,gale,kale,1,reversed,1,5,1,20,gale,voiced,velar,low,0
2,kale,gale,1,reversed,1,5,2,20,gale,voiced,velar,low,0
